46,Amulet,34,5,1,0,0,0,187,10000,0,0,0,0,0,0,0,0,0,0,0,0,500,10,0,0
47,Amulet(M),34,5,3,0,0,0,239,20000,0,0,0,0,0,0,0,0,0,0,0,0,1000,10,0,0
48,Amulet(L),31,112,6,0,0,0,305,6,0,0,0,0,0,0,0,0,0,0,0,0,3200,10,0,0
49,RepairOil,3,9,1,0,0,0,182,1,0,0,0,0,0,0,0,0,0,0,0,1,800,10,0,0
50,GodOil,3,10,1,0,0,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,10,0,0
51,BenedictionOil,3,4,1,0,0,0,179,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,10,0,0
52,LotteryTicket,3,11,1,0,0,0,205,1,0,0,0,0,0,0,0,0,0,0,0,0,455,10,0,0
53,BattleHorn,44,0,1,0,0,0,199,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,10,0,0
54,DevilStatue,44,1,1,0,0,0,204,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,10,0,0
55,MarriageRing,22,0,1,0,0,0,68,10000,0,0,0,0,0,0,0,0,0,0,0,0,1000,10,0,0
56,马鞭,5,39,10,0,0,0,39,10000,0,0,0,0,0,0,0,0,0,0,0,15,8000,10,0,0
57,FellingAxe,5,3,8,0,0,0,7,10000,0,0,0,0,1,7,0,0,0,0,0,8,800,10,0,0
58,Pickaxe,6,19,10,0,0,0,25,10000,0,0,0,0,0,9,0,0,0,0,0,11,700,1,0,0
59,金条,47,0,10,0,0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0
60,金砖,47,0,52,0,0,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0
61,Velvet,0,1,5,0,0,0,244,1,100,0,100,0,0,0,0,0,0,0,0,0,10,10,0,0
62,RelieveWater,3,13,1,0,0,0,224,1,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0
63,Timber,45,2,1,0,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,500,10,0,0
64,马牌,33,0,0,0,0,0,258,20000,0,0,0,0,0,0,0,0,0,0,0,20,8000,5,0,0
65,马牌(空),32,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,20,8000,5,0,0
66,[Medicine],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,DriedToad,42,0,1,0,0,0,249,1,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0
68,Leaf,42,0,1,0,0,0,192,1,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
69,Tooth,42,0,1,0,0,0,193,1,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
70,Fruit,42,0,1,0,0,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,300,10,0,0
71,ScorpionTail,42,0,1,0,0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
72,MaggotEggs,42,0,1,0,0,0,196,1,0,0,0,0,0,0,0,0,0,0,0,0,500,10,0,0
73,GreenPoison(S),25,1,1,0,0,0,230,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000,10,0,0
74,RedPoison(S),25,2,1,0,0,0,232,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000,10,0,0
75,GreenPoison(M),25,1,2,0,0,0,231,10000,0,0,0,0,0,0,0,0,0,0,0,1,10000,10,0,0
76,RedPoison(M),25,2,2,0,0,0,233,10000,0,0,0,0,0,0,0,0,0,0,0,1,10000,10,0,0
77,GreenPoison(L),25,1,3,0,0,0,172,15000,0,0,0,0,0,0,0,0,0,0,0,1,15000,10,0,0
78,RedPoison(L),25,2,3,0,0,0,173,15000,0,0,0,0,0,0,0,0,0,0,0,1,15000,10,0,0
79,MaleCrow(S),25,1,1,1,0,0,270,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000,10,0,0
80,FemaleCrow(S),25,2,1,1,0,0,273,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000,10,0,0
81,MaleCrow(M),25,1,2,1,0,0,271,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000,10,0,0
82,FemaleCrow(M),25,2,2,1,0,0,274,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000,10,0,0
83,MaleCrow(L),25,1,3,1,0,0,272,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000,10,0,0
84,FemaleCrow(L),25,2,3,1,0,0,275,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000,10,0,0
85,[MEAT],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Rabbit,40,0,1,0,0,0,188,4000,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0
87,Beef,40,0,3,0,0,0,188,10000,0,0,0,0,0,0,0,0,0,0,0,0,200,10,0,0
88,Venison,40,0,3,0,0,0,188,10000,0,0,0,0,0,0,0,0,0,0,0,0,210,10,0,0
89,Pork,40,0,3,0,0,0,188,10000,0,0,0,0,0,0,0,0,0,0,0,0,190,10,0,0
90,[ORES],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,CopperOre,43,0,4,0,0,0,200,10000,0,0,0,0,0,0,0,0,0,0,0,0,500,10,0,0
92,IronOre,43,0,4,0,0,0,201,10000,0,0,0,0,0,0,0,0,0,0,0,0,1000,10,0,0
93,SilverOre,43,0,4,0,0,0,203,10000,0,0,0,0,0,0,0,0,0,0,0,0,2500,10,0,0
94,GoldOre,43,0,4,0,0,0,202,10000,0,0,0,0,0,0,0,0,0,0,0,0,6000,10,0,0
95,BlackIronOre,43,0,4,0,0,0,217,10000,0,0,0,0,0,0,0,0,0,0,0,0,1000,10,0,0
96,[SKILLS],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Fireball,4,1,1,0,0,0,197,7,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
98,Fencing,4,0,1,0,0,0,197,7,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
99,BloodySword,4,0,1,0,0,0,197,12,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
100,BlurStrike,4,0,1,0,0,0,197,15,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
101,Slaying,4,0,1,0,0,0,197,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
102,Stoicism,4,0,1,0,0,0,197,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
103,Thrusting,4,0,1,0,0,0,197,25,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,0,0
104,FullMoon,4,0,1,0,0,0,197,27,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
105,Halfmoon,4,0,1,0,0,0,197,28,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
106,ShoulderDash,4,0,1,0,0,0,197,30,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
107,Bliss,4,0,1,0,0,0,197,30,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
108,ThunderSword,4,0,1,0,0,0,197,34,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
109,Flaming,4,0,1,0,0,0,197,35,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
110,Supress,4,0,1,0,0,0,197,36,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
111,Break,4,0,1,0,0,0,197,39,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
112,Gut,4,0,1,0,0,0,197,37,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
113,Defiance,4,0,1,0,0,0,197,41,0,0,0,0,0,0,0,0,0,0,0,0,30000,5,0,0
114,Beckon,4,0,1,0,0,0,197,43,0,0,0,0,0,0,0,0,0,0,0,0,30000,5,0,0
115,移形换影,4,0,1,0,0,0,197,43,0,0,0,0,0,0,0,0,0,0,0,0,30000,5,0,0
116,FlameRepul,4,1,1,0,0,0,197,12,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
117,EShock,4,1,1,0,0,0,197,13,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
118,HellFire,4,1,1,0,0,0,197,16,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
119,LightBolt,4,1,1,0,0,0,197,17,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
120,Hail,4,1,1,0,0,0,197,17,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
121,Teleport,4,1,1,0,0,0,197,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
122,BoomFire,4,1,1,0,0,0,197,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
123,FlameProtect,4,1,1,0,0,0,197,21,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
124,Explosion,4,1,1,0,0,0,197,22,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,0,0
125,FireWall,4,1,1,0,0,0,197,24,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,0,0
126,Lightning,4,1,1,0,0,0,197,26,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
127,DragonIce,4,1,1,0,0,0,197,26,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
128,IceStar,4,1,1,0,0,0,197,29,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
129,地狱雷光,4,1,1,0,0,0,197,30,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
130,BoltRain,4,1,1,0,0,0,197,30,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
131,MagicShield,4,1,1,0,0,0,197,31,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
132,TurnUndead,4,1,1,0,0,0,197,32,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
133,五雷轰,4,1,1,0,0,0,197,34,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
134,冰咆哮,4,1,1,0,0,0,197,35,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
135,风影盾,4,1,1,0,0,0,197,35,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
136,兽灵术,4,1,1,0,0,0,197,35,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
137,IceStorm,4,1,1,0,0,0,197,37,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
138,狂龙紫电,4,1,1,0,0,0,197,40,0,0,0,0,0,0,0,0,0,0,0,0,60000,5,0,0
139,BatFly,4,1,1,0,0,0,197,42,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
140,ManaSteal,4,1,1,0,0,0,197,43,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
141,MeteorShower,4,1,1,0,0,0,197,43,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
142,Healing,4,2,1,0,0,0,197,7,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
143,SpiritBlade,4,2,1,0,0,0,197,9,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
144,Poison,4,2,1,0,0,0,197,14,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
145,Curse,4,2,1,0,0,0,197,14,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
146,TaoExplosion,4,2,1,0,0,0,197,18,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
147,RaiseCorpse,4,2,1,0,0,0,197,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
148,Hide,4,2,1,0,0,0,197,20,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
149,Puppet,4,2,1,0,0,0,197,20,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
150,MassHide,4,2,1,0,0,0,197,21,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
151,MagicProtect,4,2,1,0,0,0,197,22,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,0,0
152,神圣战甲,4,2,1,0,0,0,197,25,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
153,Roar,4,2,1,0,0,0,197,26,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
154,HolySeal,4,2,1,0,0,0,197,28,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
155,Trap,4,2,1,0,0,0,197,28,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
156,Tranquility,4,2,1,0,0,0,197,30,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
157,群体治疗术,4,2,1,0,0,0,197,33,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
158,CallBeast,4,2,1,0,0,0,197,35,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
159,强化骷髅,4,2,1,0,0,0,197,43,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
160,Purify,4,2,1,0,0,0,197,36,0,0,0,0,0,0,0,0,0,0,0,0,30000,5,0,0
161,MassPurify,4,2,1,0,0,0,197,38,0,0,0,0,0,0,0,0,0,0,0,0,30000,5,0,0
162,Judgement,4,2,1,0,0,0,197,39,0,0,0,0,0,0,0,0,0,0,0,0,30000,5,0,0
163,Skeleton,4,2,1,0,0,0,197,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
164,MindControl,4,2,1,0,0,0,197,43,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
165,Underground,4,2,1,0,0,0,197,43,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
166,[元神技能],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,元神冰箭术,8,1,1,0,0,0,887,17,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
168,元神诱惑之光,8,1,1,0,0,0,887,13,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
169,元神小火球,8,1,1,0,0,0,887,7,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
170,元神抗拒火环,8,1,1,0,0,0,887,12,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
171,元神雷电术,8,1,1,0,0,0,887,17,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
172,元神魔法盾,8,1,1,0,0,0,887,31,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
173,元神风影盾,8,1,1,0,0,0,887,35,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
174,元神兽灵术,8,1,1,0,0,0,887,35,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
175,元神狂龙紫电,8,1,1,0,0,0,887,45,0,0,0,0,0,0,0,0,0,0,0,0,60000,5,0,0
176,元神治疗术,8,2,1,0,0,0,887,7,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
177,元神精神战法,8,2,1,0,0,0,887,9,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
178,元神施毒术,8,2,1,0,0,0,887,14,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
179,元神灵魂道符,8,2,1,0,0,0,887,18,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
180,元神骷髅召唤术,8,2,1,0,0,0,887,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
181,元神幽灵盾,8,2,1,0,0,0,887,22,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,0,0
182,元神神圣战甲术,8,2,1,0,0,0,887,25,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
183,元神狮子吼,8,2,1,0,0,0,887,26,0,0,0,0,0,0,0,0,0,0,0,0,11000,5,0,0
184,元神召唤神兽,8,2,1,0,0,0,887,35,0,0,0,0,0,0,0,0,0,0,0,0,17500,5,0,0
185,元神强化骷髅术,8,2,1,0,0,0,887,46,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,0,0
186,元神幽冥火咒,8,2,1,0,0,0,887,43,0,0,0,0,0,0,0,0,0,0,0,0,21500,5,0,0
187,元神初级剑法,8,0,1,0,0,0,887,7,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
188,元神攻杀剑法,8,0,1,0,0,0,887,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
189,元神刺杀剑术,8,0,1,0,0,0,887,25,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,0,0
190,元神半月弯刀,8,0,1,0,0,0,887,28,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
191,元神野蛮冲撞,8,0,1,0,0,0,887,30,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
192,元神烈火剑法,8,0,1,0,0,0,887,35,0,0,0,0,0,0,0,0,0,0,0,0,11000,5,0,0
193,元神破击剑法,8,0,1,0,0,0,887,40,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
194,元神破盾斩,8,0,1,0,0,0,887,42,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
195,元神金刚护体,8,0,1,0,0,0,887,45,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
196,元神突斩,8,0,1,0,0,0,887,41,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
197,元神护身真气,8,0,1,0,0,0,887,19,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0
198,元神神光术,8,2,1,0,0,0,887,36,0,0,0,0,0,0,0,0,0,0,0,0,18000,5,0,0
199,元神解毒术,8,2,1,0,0,0,887,40,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
200,元神战魂真悟,8,0,1,0,0,0,887,30,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
201,元神化身蝙蝠,8,1,1,0,0,0,887,42,0,0,0,0,0,0,0,0,0,0,0,0,40000,5,0,0
202,元神法之魄,8,1,1,0,0,0,887,30,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
203,元神道心清明,8,2,1,0,0,0,887,30,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0
204,元神诅咒术,8,2,1,0,0,0,887,14,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0
205,元神移形换影,8,0,1,0,0,0,887,42,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,0,0
206,元神雷霆剑,8,0,1,0,0,0,887,34,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0
207,元神抱月刀,8,0,1,0,0,0,887,27,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0
208,元神遁地,8,2,1,0,0,0,887,43,0,0,0,0,0,0,0,0,0,0,0,0,60000,5,0,0
209,元神流星火雨,8,1,1,0,0,0,887,43,0,0,0,0,0,0,0,0,0,0,0,0,21500,5,0,0
210,[合击技能],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,怒斩天下,4,4,1,0,0,0,887,46,0,0,0,0,0,0,0,0,0,0,0,42,23000,1,0,0
212,天怒惊雷,4,5,1,0,0,0,887,46,0,0,0,0,0,0,0,0,0,0,0,42,23000,1,0,0
213,天女散花咒,4,6,1,0,0,0,887,46,0,0,0,0,0,0,0,0,0,0,0,42,23000,1,0,0
214,迷光烈焰,4,7,1,0,0,0,887,46,0,0,0,0,0,0,0,0,0,0,0,42,23000,1,0,0
215,火毒攻心剑,4,8,1,0,0,0,887,46,0,0,0,0,0,0,0,0,0,0,0,42,23000,1,0,0
216,神之召唤,4,9,1,0,0,0,887,46,0,0,0,0,0,0,0,0,0,0,0,42,23000,1,0,0
217,[WEAPONS],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Singlestick,5,1,7,0,0,0,1,4000,0,0,0,0,2,6,0,0,0,0,0,1,50,1,0,0
219,HardSword,5,1,7,0,0,0,1,4000,1,0,0,0,2,5,0,0,0,0,0,1,50,1,0,0
220,BambooSword,5,1,7,0,0,0,1,4000,0,0,1,0,3,6,0,0,0,0,0,1,50,1,0,0
221,Dagger,5,5,5,0,0,0,2,10000,0,0,0,0,4,6,0,0,0,0,0,1,500,1,0,0
222,EbonySword,5,3,8,0,0,0,3,7000,0,0,0,0,4,9,0,1,0,0,0,1,4000,10,0,0
223,CopperSword,5,4,9,0,0,0,4,6000,0,0,0,0,3,8,0,0,0,0,0,5,900,1,0,0
224,Stiletto,5,5,9,0,0,0,5,8000,0,0,0,0,3,12,0,0,0,0,0,10,1000,10,0,0
225,IronSword,5,6,10,0,0,0,6,10000,0,0,0,0,6,9,0,0,0,0,0,10,1200,10,0,0
226,BronzeAxe,5,7,10,0,0,0,7,10000,0,0,0,0,2,15,0,0,0,0,0,13,1500,1,0,0
227,SpiritSword,6,8,12,0,0,0,8,12000,0,0,0,0,3,10,1,3,0,0,0,15,3000,1,0,0
228,MonthSword,5,10,16,0,0,0,10,14000,0,0,0,0,5,11,0,1,1,1,0,15,4000,1,0,0
229,GloriousSword,5,9,25,0,0,0,9,18000,0,0,0,0,6,12,0,0,0,0,0,15,5000,1,0,0
230,DemonClub,5,33,30,0,0,0,33,25000,0,0,0,0,16,0,0,0,0,0,0,15,10000,10,0,0
231,FangSword,5,11,20,0,0,0,11,18000,0,0,0,0,6,13,0,0,0,0,0,19,5000,10,0,0
232,BrokenSword,5,13,8,0,0,0,13,11000,0,2,0,0,8,11,0,0,0,0,0,20,5000,10,0,0
233,CrescentStaff,6,12,13,0,0,0,12,12000,0,0,0,0,4,11,1,3,0,0,0,20,10000,10,0,0
234,HorseBlade,5,15,27,0,0,0,15,19000,0,0,0,0,5,16,0,0,0,0,0,20,6000,10,0,0
235,ExorcizeSword,5,14,20,0,0,0,14,17000,0,1,0,0,6,12,0,0,1,2,0,20,10000,10,0,0
236,Tomahawk,5,16,40,0,0,0,16,25000,0,0,0,0,0,21,0,0,0,0,0,22,10000,10,0,0
237,ToothClub,5,38,15,0,0,0,38,13000,0,0,0,0,2,13,1,5,0,0,0,23,30000,10,0,0
238,GlazedSword,5,6,20,0,0,0,19,20000,0,0,0,0,10,14,0,0,0,0,0,25,8000,10,0,0
239,FangStaff,5,36,20,0,0,0,36,20000,0,0,0,0,10,16,0,0,0,0,0,27,20000,10,0,0
240,SnakeSword,5,20,26,0,0,0,20,24000,0,1,0,0,7,14,0,0,1,3,0,26,15000,10,0,0
